"tweetid";"user";"date";"lang";"content"
"156650858208174080";"ccifuentes";"2012-01-10 09:17:29";"es";"Buenos días a todos desde #AsambleaMadrid, que tengáis un estupendo martes :-)"
"156651389974614016";"AlexdelaIglesia";"2012-01-10 09:19:36";"es";"Nada, que salgo del aeropuerto y me voy al programa de Luis del Olmo."
"156654591864352768";"javiersolana";"2012-01-10 09:32:19";"es";"Salen hacia China los primeros coches Seat de Barcelona.Seat pretende vender 3.500 coches en China 2012@La_SER  http://t.co/fqbxARIS"
"156658022477860864";"pedroj_ramirez";"2012-01-10 09:45:57";"es";"Twitter me propone que siga a Guindos pero esa cuenta es un fake manejado con habilidad. Al suplantador le debería caer una buena multa."
"156658940128661504";"mariviromero";"2012-01-10 09:49:36";"es";"#forumeuropa @pacodelatorrep "" tenemos a seguir ampliando nuestra oferta cultural y museística #malaga"
"156664473858478080";"iescolar";"2012-01-10 10:11:35";"es";"Avanza el caso Noos: imputado Jaume Matas y también el apoderado de Aizoon  SL, una de las empresas de los duques http://t.co/AdQmhBfC"
"156665790907682817";"germanyanke";"2012-01-10 10:16:49";"es";"Revista de Prensa (ABC Punto Radio, 10 de enero) http://t.co/cs6wbKIY"
"156673340466151424";"jesusmarana";"2012-01-10 10:46:49";"es";"Lo que Rajoy decía de Matas y Camps, 'ejemplos' de buena gestión. (La hemeroteca es letal). http://t.co/WE8LyrZ8"
"156686776705105920";"Federicoquevedo";"2012-01-10 11:40:13";"es";"Un descubrimiento dedicado a @mananascuatro que se q le encantara a @mrtfernandez http://t.co/x4stGY0H"
"156689187083526144";"Buenafuente";"2012-01-10 11:49:48";"es";"Mi abrazo y toda la fuerza para @conchagcampoy"
"156693110888480768";"riverakiko";"2012-01-10 12:05:23";"es";"Enhorabuena a todos lo candidatos del goya "
"156700274239619072";"JAMonago";"2012-01-10 12:33:51";"es";"gracias Teresa ""@Terehernndez: muchas felicidades!! disfruta de tu dia!!"""
"156702640720457729";"LFRudi";"2012-01-10 12:43:15";"es";"Os dejo unas fotos de la toma de posesión Gustavo Alcalde como Delegado del Gobierno en Aragón http://t.co/6euZskcQ"
"156710797937090561";"iescolar";"2012-01-10 13:15:40";"es";"En quince minutos estaré en el debate de @mananascuatro con @mrtfernandez, @Federicoquevedo, Josemari Calleja y Montse Nebreda."
"156712844262522880";"JAMonago";"2012-01-10 13:23:48";"es";"gracias Goyi ""@Goyi_64: Muchas felicidades, Presidente. Que con salud cumpla muchos más"""
"156714391310569472";"isadedios";"2012-01-10 13:29:57";"es";"Belén Esteban o el día de la marmota: ""Jesulín de Ubrique no tiene ni idea de su hija Andrea"" http://t.co/1QqpYDMD"
"156714726875860992";"riverakiko";"2012-01-10 13:31:17";"es";"@ristomejide gracias amigooooo te veo en un ratin!!!! Abrazacos"
"156714884556525568";"CarmeChaparro";"2012-01-10 13:31:54";"es";"¡Ánimo, valiente! RT @conchagcampoy Muchísimas gracias a todos.Tengo leucemia pero también ánimo de lucha, buenos médicos y muchísimo afecto"
"156715073447010305";"JAMonago";"2012-01-10 13:32:39";"es";"Josemi: sorry ""@josemi_fv: Hoy es el día de Unfollow a porque ¡me tiene invadido el Timeline! (Eso sí, felicidades)"""
"156716209780424704";"JAMonago";"2012-01-10 13:37:10";"es";"graciasss... Trabajamos x ello ""@EDU_AM08: Felicidades!! Presidente aver si con el trabajo de todos mejoramos la situación."""
"156717193617342464";"Tonicanto1";"2012-01-10 13:41:05";"es";"Valencia y la formula 1: Hacer la prueba:18 mill x 3 años. No hacerla:15 mill x 3 años. Alguien debería pagar x firmar esos contratos!!"
"156730565779927044";"PabloAIglesias";"2012-01-10 14:34:13";"es";"Mi enhorabuena a los compañeros de @EFEnoticias por la primera entrevista a @marianorajoy. @AlonsoNgel y @belenanca llevaban años pidiendola"
"156732570783059968";"carlos__alsina";"2012-01-10 14:42:11";"es";"@Juandecolmenero ¿Y a quien responda ""no"" a esa amable petición, qué, jaja?"
"156732673795162113";"VicenteVallesTV";"2012-01-10 14:42:36";"es";"A las 3 en @A3noticias, Rajoy reaparece en una entrevista: justifica la subida del IRPF y dice que no se va a esconder"
"156737364641853440";"javiercasqueiro";"2012-01-10 15:01:14";"es";"No me parece criticable que la primera entrevista a Rajoy sea en EFE, una agencia pública, española, e internacionalmente contrastada."
"156737448754421760";"sanchez_sonia";"2012-01-10 15:01:34";"es";"Rajoy (EFE): ""No está en nuestras previsiones subir el IVA"". Descarta un ""banco malo"""
"156766984615378945";"javiersolana";"2012-01-10 16:58:56";"es";"De la teoria a la realidad. Como funciona una aseguradora médica ""@NYTimeskrugman: Who Fires Whom? http://t.co/finDsj8P"""
"156774739086540800";"GLlamazares";"2012-01-10 17:29:45";"es";"Increíble:  Rajoy dice que no nombró vicepresidente primero porque quería dar la cara sobre la crisis.  Cuándo y dónde ?"
"156785795989118976";"_Rubalcaba_";"2012-01-10 18:13:41";"es";"Tenemos que combinar reflexión con ACCION . Tenemos que hacerlo con un proyecto que tiene que ser nuevo"
"156807741170655233";"GLlamazares";"2012-01-10 19:40:53";"es";"El déficit del 8% es la muestra de la austeridad hipócrita del PP, pero sobre todo del fracaso del ajuste que provoca recesión, paro y deuda"
"156808906721591297";"lazaroelmundo";"2012-01-10 19:45:31";"es";"@mgilguerrero sorprende que preocupe más un posible relevo en Tráfico que el terrorismo. Alucinante con las preguntas. ¿El nuevo periodismo?"
"156811268248973312";"marianorajoy";"2012-01-10 19:54:55";"es";"En la reunión del Grupo Parlamentario Popular http://t.co/dfVFpEtx"
"156813941782228992";"SSantiagosegura";"2012-01-10 20:05:31";"es";"Esta noche al Hormiguero!Me apetece un poquillo de ""cachondeo""#palabrasarcaicas"
"156814776750718976";"iescolar";"2012-01-10 20:08:50";"es";"Las cifras de Rajoy: 15.000 millones autonómicos + 3.000 del Gobierno + 1.500 municipales + 5.000 de la SS. Suman 24.500 millones, no 20.000"
"156818657069117440";"morenobarber";"2012-01-10 20:24:16";"es";"Este es el especial en el que puedes seguir en EL PAÍS las elecciones de EEUU y ahora mismo las primarias republicanas http://t.co/Lroa6mkk"
"156821642247553024";"GFVara";"2012-01-10 20:36:07";"es";"La semana siguiente  lo mismo en las asambleas comarcales.  Después el congreso federal. Y así, con los cambios lógicos, desde hace 132 AÑOS"
"156823918194343937";"Albert_Rivera";"2012-01-10 20:45:10";"es";"ERC&PP no han apoyado ese pleno monográfico sobre impulso d l economia y efectos d ls recortes que registramos mañana.El govern no lo quería"
"156826201896398848";"Federicoquevedo";"2012-01-10 20:54:14";"es";"Mañana en @elconfidencial mi #dos palabras ""Cuando la corrupción se convierte en nuestro peor enemigo""."
"156828672165285889";"Carlos_Latre";"2012-01-10 21:04:03";"es";"¿Mallorquines del twitter??? Nos vemos con #YesWeSpainIsDiferent el próximo 27 y 28 ENERO en el Auditorium.entradas en http://t.co/Q9HzeyLP"
"156830535824588800";"Carlos_Latre";"2012-01-10 21:11:28";"es";"De momento y YA a la venta: Palma (27/28), Barcelona del (1/2 a 18/2) y Madrid (22/2 al 1/4) en http://t.co/Q9HzeyLP .E iremos a toda Spain!"
"156838377856053249";"Tonicanto1";"2012-01-10 21:42:37";"es";"Como s genera nuestro déficit:15.000 millones las com autónomas.5000 mill seg social.3000 mill Estado.1500 mill ayuntam http://t.co/wIw3IXeC"
"156848266384916480";"AlejandroSanz";"2012-01-10 22:21:55";"es";"Ayuda RT @NKIESE: Ayuda porfa!! Necesitamos donadores de sangre O- y B- en Medica Sur para Regina Howard, es una amiga. RT pls!"
"156852123508805632";"jesusmarana";"2012-01-10 22:37:15";"es";"RT: ""@aprensamadrid: 'Sin periodistas no hay periodismo'. Manifiesto Federación de Asociaciones Periodistas de España http://t.co/3JHc1cI3"""
"156853339659845632";"cayo_lara";"2012-01-10 22:42:05";"es";"Mañana hay pleno en el Congreso de Diputados para convalidar el decreto de recortes del Gobierno. Nos dan 10 minutos para fijar posición."
"156863431247532033";"cayo_lara";"2012-01-10 23:22:11";"es";"Recortan 200 millones de euros a la rtve. Mal camino después que el anterior gobierno les suprimiera 500 millones de publicidad."
"156864664133844992";"mariviromero";"2012-01-10 23:27:04";"es";"Noooooooooooooooooooooooooooo"
"156870939542429696";"matrujil";"2012-01-10 23:52:01";"es";"Qué recuerdos!: Nepal. Españoles en el mundo @tve_tve"
"156871574186754048";"Juandecolmenero";"2012-01-10 23:54:32";"es";"Pues como jugemos como hoy, el Barça la semana que viene nos vuelve a ""canear"". Esperemos que no. Aupa Karim"
"156871896682594304";"ccifuentes";"2012-01-10 23:55:49";"es";"Un fuerte abrazo a @conchagcampoy, que va a disputar la batalla más importante de su vida. Mucho animo :-)"
"156874152219914240";"ccifuentes";"2012-01-11 00:04:47";"es";"Entrevista completa al presidente @MarianoRajoy http://t.co/ObMm5Vk7 #interesante"
"156883359979679744";"AlexdelaIglesia";"2012-01-11 00:41:22";"es";"""@Anoukira: Así es, @Costa_Ant acabo de salir de la peli y @JoseMotatv hace un papelón! Buenísima!! Gracias por el  gracias a tí!!!!"
"156885601751285761";"AlexdelaIglesia";"2012-01-11 00:50:16";"es";"""@Davirra: Con el culpable!! Gracias por esta gran noche y por esta gran película. #9enfilmaffinity :D http://t.co/LKWldYZj"" gracias a ti."
"156894261760106496";"davidbisbal";"2012-01-11 01:24:41";"es";"http://t.co/bJH4vI8Yaqui tenéis las fotos del primer concierto de Córdoba, muchas gracias @lya_cordoba por tanto arte."
"156914411406241792";"AlexdelaIglesia";"2012-01-11 02:44:45";"es";"Que viene insomnio? No!!!! Mañana a las 7!!!! #ohagoyogaoyanosequé"
"156964813115887616";"ccifuentes";"2012-01-11 06:05:02";"es";"Buenos días a todos, que tengáis un estupendo miércoles :-)"
"156980949400293376";"sevillajordi";"2012-01-11 07:09:09";"es";"Me quedé corto: recorte d déficit no será d 30.000m sino mucho más. Pues sigue sin salirme el cómo lo harán con lo q falta q es muuucho."
"156995012469587968";"Cepeda";"2012-01-11 08:05:02";"es";"Buenos días a todos! Así amanece Madrid: http://t.co/X42htewq"
"156995507942727680";"anabelenroy_tve";"2012-01-11 08:07:00";"es";"Al menos 1muerto y 2heridos x la explosión d una bomba adosada a un coche en una plaza del norte de Teherán,cerca d la Universidad (PressTv)"
"156996332035383297";"anabelenroy_tve";"2012-01-11 08:10:17";"es";"Portada El País http://t.co/4g4z8h4p ..."
"156996424104550402";"anabelenroy_tve";"2012-01-11 08:10:39";"es";"Portada ABC http://t.co/iuwDa29J ..."
"156996502194098176";"anabelenroy_tve";"2012-01-11 08:10:57";"es";"Portada El Mundo http://t.co/UFmwPMA8 ..."
"156996911855964160";"anabelenroy_tve";"2012-01-11 08:12:35";"es";"Portada El Periódico http://t.co/Ouy9uNEZ ..."
"157008524369600512";"anapastor_tve";"2012-01-11 08:58:43";"es";"Empezamos!!! Hoy con los empresarios. En #losdesayunosdetve Arturo Fernandez vicepresidente de la CEOE."
"157012374782623744";"SSantiagosegura";"2012-01-11 09:14:01";"es";"Me he dado cuenta de que cuesta mas levantarse de la cama cuanto mas frío hace fuera...#perogrullo"
"157012566990794752";"sanchez_sonia";"2012-01-11 09:14:47";"es";"#ChacónenLaSER: ""No hacerle daño a mi partido es lo que me ha llevado a Reaccionar"""
"157013428614074368";"sanchez_sonia";"2012-01-11 09:18:13";"es";"#ChacónenLaSER : ""Me siento con capacidad y con equipo, no hay superman ni superwoman""."
"157016822468714496";"Federicoquevedo";"2012-01-11 09:31:42";"es";"Cuando la corrupción se convierte en nuestro peor enemigo - Dos Palabras http://t.co/mw8jkzmG vía @elconfidencial"
"157023882006638592";"javiersolana";"2012-01-11 09:59:45";"es";"Lo mas importante del viaje de Ahmadineyad a America Latina es los paises que NO ha visitado.@MoisesNaim"
"157026349826048000";"Buenafuente";"2012-01-11 10:09:33";"es";"Sí!!""@ester_font: @Buenafuente Espero que el día se porte bien contigo, que mañana voy a veros y tienes que estar fresco como una rosa!"""
"157026423176040448";"mgilguerrero";"2012-01-11 10:09:51";"es";"El ministro del Interior confirma su extraña cita con Zapatero. Todo muy normal"
"157027248589910016";"Buenafuente";"2012-01-11 10:13:08";"es";"un buen trabajo...""@LaVanguardia: La NASA busca astronautas para ir a un asteroide http://t.co/o6kjfQLj"""
"157031304741912576";"GLlamazares";"2012-01-11 10:29:15";"es";"No habrá comisión de ciencia e investigación, ni comisión de igualdad, ni tampoco comisión de medioambiente."
"157031445892833280";"ristomejide";"2012-01-11 10:29:48";"es";"""@frec_digital: #Tusiquevales se dispara al 22% en el late y dobla a 'Viaje al Toledo...' de Antena 3 http://t.co/UsTY1A1f"" Ouyeah."
"157037457387429889";"mgilguerrero";"2012-01-11 10:53:42";"es";"Uuuuuuuys! Montoro pide a la Cámara que ""dejemos de lado la ideología"" ante la crisis... Danger"
"157038470035030016";"Tonicanto1";"2012-01-11 10:57:43";"es";"El PSOE ,creador de la situación que vivimos, comienza diciendo que se dejó la piel luchando contra la crisis..."
"157040536828645376";"Tonicanto1";"2012-01-11 11:05:56";"es";"El PSOE pide q se haga lo que el no hizo en dos legislaturas..Y da lecciones de gobierno en las CCAA mientras la Cámara le espeta:Andalucía!"
"157043040987516929";"arsenioescolar";"2012-01-11 11:15:53";"es";"Damasiado frío Alonso (PSOE) en sus críticas al #rajoynazo1 Parece un técnico, no un político."
"157043522510393344";"iescolar";"2012-01-11 11:17:48";"es";"Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos. ¡Qué cambiado está Rajoy! http://t.co/uO5mNPRD"
"157043828518420480";"GLlamazares";"2012-01-11 11:19:01";"es";"Empieza la degradación del debate, con la herencia recibida y el ' y tu más'. Montoro dice que el PSOE conocía el déficit."
"157044433009917952";"iescolar";"2012-01-11 11:21:25";"es";"Lo que no explica Montoro, y es lo fundamental, es qué autonomías han incumplido y por cuánto. Y quién las gobierna."
"157045795726692353";"carlosecue";"2012-01-11 11:26:50";"es";"Montoro dice que pide ""un esfuerzo pequeño de muchos"" con la subida de impuestos. Y defiende los impuestos ""a la propiedad"". Ver para creer"
"157045962525769728";"estherpalomera";"2012-01-11 11:27:29";"es";"Montoro clama ahora x una política de luces largas...y sigue con el rafa rafa de la pinderacion"
"157045963704373248";"maria_rey";"2012-01-11 11:27:30";"es";"Montoro ""la situación está para que la política ponga las luces largas para salir de la crísis"" #Congreso"
"157046524742864896";"iescolar";"2012-01-11 11:29:43";"es";"Montoro, hace dos meses: ""Si subiéramos el IRPF tendríamos menos crecimiento y más paro, con eso se lo digo todo"" http://t.co/Zjk7ofA8"
"157047283932864512";"teresafclt";"2012-01-11 11:32:44";"es";"El Gobierno no ampliará el plazo para que sindicatos y empresarios lleguen a un acuerdo"
"157047618424410112";"mrtfernandez";"2012-01-11 11:34:04";"es";"Qué pasa de noche en las librerías? -- The Joy of Books http://t.co/YaTzfUyk vía @youtube"
"157048139503775744";"iescolar";"2012-01-11 11:36:08";"es";"Cuando Montoro decía estas cosas ya sabía que el déficit era del 8%. Él mismo lo iba contando. http://t.co/Zjk7ofA8"
"157048177328005120";"maria_rey";"2012-01-11 11:36:17";"es";"Alonso a Montoro ""no es manera de hacer las cosas, busquen consensos que conviertan en justo lo injusto"" #Congreso"
"157052143306670080";"Joss682008";"2012-01-11 11:52:03";"es";"El gobierno recuerda que no conocía el déficit antes de llegar al poder. El Psoe se defiende señalando que si lo sabían."
"157063323848933376";"GLlamazares";"2012-01-11 12:36:29";"es";"Denuncia a la banca, la iglesia, la ley sinde, el escaso compromiso con el fraude, congelación del salario mínimo y funcionarios, rtve."
"157071219030638592";"GLlamazares";"2012-01-11 13:07:51";"es";"Hoy no le tiembla la mano. Ayer cueste lo que cueste. Y durante toda la crisis la austeridad hipócrita como ley del embudo y el rigor mortis"
"157071848771817473";"RodrigoBlazquez";"2012-01-11 13:10:21";"es";"'Bigotes' sobre R. Barberá ""Aunque no nos da nada tampoco nos jode. Le voy a comprar [un bolso] de la última colección"" #JuicioCamps"
"157072583089602560";"anai_martin";"2012-01-11 13:13:16";"es";"Si los sondeos están en lo cierto, Griñán vivirá su particular Pasión -elecciones andaluzas- el 25 de marzo, poco antes de la Semana Santa"
"157088763745533954";"Federicoquevedo";"2012-01-11 14:17:34";"es";"Esta es la mejor noticia q he leído hoy en la prensa.... http://t.co/g5O1a2Or"
"157099725898784769";"davidbisbal";"2012-01-11 15:01:08";"es";"El día http://t.co/4Z4AMmZi"
"157103874631667713";"PepeGrinan";"2012-01-11 15:17:37";"es";"El debate sobre déficit publico es el viejo debate sobre cañones o mantequilla."
"157105456068837376";"PepeGrinan";"2012-01-11 15:23:54";"es";"Qué interés hay en enfrentar el gasto de las distintas Administraciones? No hablar de Estado y autonomías sino del Estado de las autonomías"
"157120529629839362";"David_Busta";"2012-01-11 16:23:48";"es";"Viendo otra movida:-)"
"157132005044256768";"emontanes";"2012-01-11 17:09:24";"es";"El Congreso convalida, con los votos del PP, CiU y UPN, el primer ajuste de Rajoy - ABC.es http://t.co/6pmNfPK8 via @abc_es"
"157143824240623616";"Albert_Rivera";"2012-01-11 17:56:21";"es";"Jornada con compañeros y nuestros concejales d Galapagos(Guadalajara) RT @jordid957:visita d @Albert_Rivera a Galapagos http://t.co/K7puPbVN"
"157144461414105088";"AlexdelaIglesia";"2012-01-11 17:58:53";"es";"En el AVE con @JoseMotatv para ir a Barna. #palizon #señorasmayoresdegira #abuelas #desmadreenelgeriatrico"
"157150128254365696";"Crisgallar";"2012-01-11 18:21:24";"es";"Dorado (CGPJ) elogia la elección de Ruiz-Gallardón para Justicia frente al equipo ""tremendamente desleal"" de Caamaño http://t.co/IYpBGJ1F"
"157151004486406144";"mariviromero";"2012-01-11 18:24:53";"es";".@MarianoRajoy visitará el próximo miércoles Marruecos en su primer viaje al extranjero"" http://t.co/lV25lohU via @elmundoes"
"157161118828199936";"cayo_lara";"2012-01-11 19:05:05";"es";"No se puede utilizar la crisis como excusa para privatizar servicios públicos. Atacar a lo público es atacar a la democracia."
"157164392050458624";"Juandecolmenero";"2012-01-11 19:18:05";"es";"RT ""@pedropabloglez: V.Rompuy estudia cambiar la fecha de la cumbre europea del 30 enero, porque coincide con una huelga general en Bélgica"""
"157167052338110464";"cayo_lara";"2012-01-11 19:28:39";"es";"Se han ampliado 100.000 millones para avales a la banca. La banca siempre gana y altos directivos más."
"157170703618154496";"JAMonago";"2012-01-11 19:43:10";"es";"La producción industrial subió en noviembre un 15,8% respecto al mismo mes del año anterior...La + alta de toda España..."
"157172686387290114";"LosadaPescador";"2012-01-11 19:51:03";"es";"La Junta de Andalucía sigue echando mano de la chequera para amigos. Se lo contamos en nuestro top secret. @TelediarioInter 20:30"
"157173101799546880";"LosadaPescador";"2012-01-11 19:52:42";"es";"Alonso dice que en Andalucía no hay corrupción. Risas en el hemiciclo. @TelediarioInter 20:30"
"157173668299018240";"mariviromero";"2012-01-11 19:54:58";"es";"#elcambioandaluz ya tiene fecha: 25 de Marzo de 2012 http://t.co/FB4kjpmG"
"157175891015905280";"mariviromero";"2012-01-11 20:03:47";"es";"He publicado una foto nueva en Facebook http://t.co/YAFWtbVW"
"157181425584574467";"Federicoquevedo";"2012-01-11 20:25:46";"es";"En @TDtarde @13television todos hemos estado de acuerdo en que los cargos públicos no estén mas de 8 años en el poder #acabarconlacorrupcion"
"157189858333425665";"CarmeChaparro";"2012-01-11 20:59:17";"es";"RT @GeekIndignado: Los fotógrafos desafían a la censura en el Congreso con unas polémicas imágenes de Mariano Rajoy http://t.co/MsLKQvNe"
"157202207815634945";"aarbeloa17";"2012-01-11 21:48:21";"es";"""QUIEN NO HA AFRONTADO LA ADVERSIDAD NO CONOCE SU PROPIA FUERZA""         http://t.co/Zo7IT1Y2"
"157208641664057345";"AlejandroSanz";"2012-01-11 22:13:55";"es";"RT @anapastor_tve: RT @unicef_es: Queremos acabar con la #desnutrición infantil. ¿Nos ayudas? Envía DIA al 28028. Te necesitamos. #donaundia"
"157211841905442816";"PilarGGranja";"2012-01-11 22:26:38";"es";"que clamores? De Obama? ""@EFEnoticias: EEUU recuerda diez años de Guantánamo entre clamores para su cierre inmediato #Guantánamo #EEUU"""
"157216176999636992";"iescolar";"2012-01-11 22:43:52";"es";"Telmo Martín da el perfil para ministro de Vivienda (o de burbuja inmobilaria). http://t.co/M2IeN3jN"
"157218074288865281";"marodriguezb";"2012-01-11 22:51:24";"es";"Hubo un tiempo en que la capacidad profesional, el valor y la admiración no se medían por la Cuenta Corriente."
"157218087224094720";"ritabarbera2010";"2012-01-11 22:51:27";"es";"España líder mundial de donantes, y el Hospital la Fe de Valencia, líder en trasplantes de hígado y corazón.... http://t.co/gEzBf4DR"
"157218811110629376";"iescolar";"2012-01-11 22:54:20";"es";"La constructora del diputado millonario, Telmo Martín, vendió viviendas VPO con sobreprecio y fue sancionada http://t.co/x4qqiRuS"
"157223115796119552";"Enric_Hernandez";"2012-01-11 23:11:26";"es";"Los abogados repudian los #CIE para extranjeros, el sí de CiU a Rajoy y el desafío de Chacón a Rubalcaba.http://t.co/kAzDRh8y#portadaEPC"
"157227026284158977";"ccifuentes";"2012-01-11 23:26:58";"es";".@Leche_Lacturale El secreto del éxito es la constancia en el propósito. Disraeli"
"157236305581973504";"David_Busta";"2012-01-12 00:03:51";"es";"BUENAS NOCHES:-)"
"157236438033903616";"Albert_Rivera";"2012-01-12 00:04:22";"es";"Rajoy&Duran apoyan subida d impuestos a todos ls españoles,justo lo contrario d lo que dijeron hace 2 meses antes dl #20N. #pepevergencia"
"157244152936017921";"RodrigoBlazquez";"2012-01-12 00:35:02";"es";"Antonio Quero quiere ser tercera vía @PSOE entre @CarmeChacon2011 y @_Rubalcaba_ http://t.co/9s39yZAt Pedirá avales. Vinculado a @BasesenRed"
"157245518509113346";"davidbisbal";"2012-01-12 00:40:27";"es";"http://t.co/yVq45LM7aquí podéis encontrar las fotos de mi segundo concierto en el gran teatro de Córdoba. @lya_cordoba y #Queco."
"157256067405975552";"davidbisbal";"2012-01-12 01:22:22";"es";"Vaya público guapo el de Córdoba señores, gracias.  Y mañana tocamos en Cádiz, cantaré por primera ver en el gran teatro Falla, otro sueño"
"157357273054842880";"anabelenroy_tve";"2012-01-12 08:04:32";"es";"Portada El País http://t.co/H5DUHndT ..."
"157358409287598080";"anabelenroy_tve";"2012-01-12 08:09:03";"es";"Portada El Faro de Melilla http://t.co/CBRjsRKb ..."
"157358740335624194";"anabelenroy_tve";"2012-01-12 08:10:21";"es";"Portada Marca http://t.co/hgvoVtoJ ..."
"157374842524545024";"PilarGGranja";"2012-01-12 09:14:21";"es";"Si quieres estar informado con criterio, y eres progre, no te puedes perder el @TelediarioInter a las 3. Prueba una dosis liberal! Oeoeoe"
"157377144505380864";"PilarGGranja";"2012-01-12 09:23:29";"es";"Contra el descriterio : @TelediarioInter a las 3. Para saber lo q pasa y Xq. Para entender mejor la realidad, con argumentos valientes."
"157380131923570688";"PalomaCervilla";"2012-01-12 09:35:22";"es";"@PalomaCervilla @@merceperello @@PalomaCervilla por supuesto, pero no creo que negarse a malgastar dinero sea equivocarse"
"157385232625049600";"Crisgallar";"2012-01-12 09:55:38";"es";"Desayunando con Gabriela Bravo, portavoz del CGPJ, en el Club Internacional de Prensa. La escuchan corresponsables extranjeros."
"157393963026878464";"garcia_abadillo";"2012-01-12 10:30:19";"es";"Banesto muestra el camino: menos beneficios, más provisiones.http://mun.do/wDrm8q"
"157394028885839872";"alfonsomerlos";"2012-01-12 10:30:35";"es";"A las 13.30 estaré en la tertulia política d @mananascuatro con @mrtfernandez , colaboradores y equipazo.. ay las #CCAA!!"
"157398159553855488";"isadedios";"2012-01-12 10:47:00";"es";"La adicción a Internet se caracteriza por una integración anormal de la materia blanca http://t.co/F6CN8vim"
"157398351418097664";"anabelenroy_tve";"2012-01-12 10:47:45";"es";"RTVE.es mas de 14000000 usuarios en diciembre http://t.co/8yAHpegh ¡gracias en general y en especial,por vuestros comentarios en la Lotería!"
"157399953596096512";"GLlamazares";"2012-01-12 10:54:07";"es";"La solidaridad no es entre los asalariados, es d los que más tienen hacia el resto de la sociedad. La del Rajuste deja fuera a los más ricos"
"157403526660755456";"Carlos_Latre";"2012-01-12 11:08:19";"es";"Vamos a por @HerreraenlaOnda !!!;)"
"157405753127337984";"anai_martin";"2012-01-12 11:17:10";"es";"Elegir presidente de RTVE requiere 2/3 del Congreso. Conclusión: hasta q el PSOE no resuelva sus líos internos no habrá fumata blanca"
"157406452686917633";"iescolar";"2012-01-12 11:19:57";"es";"Decir que un debate divide es como decir que la democracia divide."
"157406567925424128";"sonsolesonega";"2012-01-12 11:20:24";"es";"AMAIUR en el Congreso: ""Se demanda afrontar las consecuencias del conflicto. Hay q empezar acercando presos"""
"157407615725469696";"aguerosergiokun";"2012-01-12 11:24:34";"es";"Felicitaciones @delcastillogaby @ezeaguero !! Bienvenido Bauti a a la familia!!!"
"157410660630794241";"Carlos_Latre";"2012-01-12 11:36:40";"es";"Q gustazo hablar con Ga Pelayo en @OndaCero_es !!;) en 3 minutos seguimos!!!"
"157415596936540160";"ristomejide";"2012-01-12 11:56:17";"es";"""@Meandmyzelf: Muy vanal diría yo..es un tweet que no dice nada"" En cambio el tuyo lo dice todo, darling. #VíaAnal"
"157416931941552128";"Carlos_Latre";"2012-01-12 12:01:35";"es";"La semana q viene mas @OndaCero_es  @HerreraenlaOnda !! Q bien nos lo pasamos!! VIVA LA RADIO!!;)"
"157425364958851073";"PaulaVazquezTV";"2012-01-12 12:35:07";"es";"Me da penita quitarlo http://t.co/F2DKW50n"
"157426535601668096";"germanyanke";"2012-01-12 12:39:45";"es";"Revista de Prensa (ABCPunto Radio, 12 de enero) http://t.co/pMLGi9fI"
"157428637027676160";"garcia_abadillo";"2012-01-12 12:48:06";"es";"La colocación de 10.000 millones de deuda a menor interés demuestra que, al menos para los mercados, la estrategia de Rajoy ha sido acertada"
"157438357247496192";"mariviromero";"2012-01-12 13:26:44";"es";"Alguien que tenga o venda ruedas aquí? Baratitas ...."
"157438474067251200";"Buenafuente";"2012-01-12 13:27:11";"es";"Para mi, escuchar a Ramoneda me sirve de referencia on #bananity http://t.co/q3a0LQvQ"
"157444268259151873";"mariviromero";"2012-01-12 13:50:13";"es";"Mas!El ex alcalde de Los Barrios y la delegada de Cultura de la Junta, imputados por delito urbanístico"" http://t.co/ywIPSbAs via @elmundoes"
"157445550613082112";"RodrigoBlazquez";"2012-01-12 13:55:19";"es";"¿Qué tienen en común Angola, Georgia, Montenegro y la Comunidad Valenciana? Su deuda tiene la misma nota para Moody's http://t.co/VKwc6v7K"
"157454290653421568";"AlexdelaIglesia";"2012-01-12 14:30:02";"es";"Oye, me he tomado un vermú y me ha sentado fatal. #perocontento"
"157456550129176576";"mariviromero";"2012-01-12 14:39:01";"es";";-))))) RT @EPAndalucia: Rajoy intervendrá el sábado en la convención del PP-A (@ppandaluz) en Málaga de cara al #25M - http://t.co/Ig8wjoCn"
"157457114875432960";"mariviromero";"2012-01-12 14:41:16";"es";"Rajoy intervendrá en la convención del PP-A en Málaga / El próximo sábado http://t.co/QE98ix4z vía @europapress_es"
"157457610893819905";"VicenteVallesTV";"2012-01-12 14:43:14";"es";"A las 3 en @A3noticias, según Defensa, piratas somalíes atacan un buque de guerra español.  Un pirata muerto, y varios heridos"
"157461409419116545";"alfonsomerlos";"2012-01-12 14:58:20";"es";"Y preguntamos en @13tv_AlDia : ¿engañó @marianorajoy a los votantes (impuestos) o engañó el @PSOE a los españoles (déficit)? @DHAM_13tv"
"157470828450156544";"Edurnity";"2012-01-12 15:35:45";"es";"Me voy a dar un paseito con este solazo y buen día que hace hoy!!estoy feliz!!??"
"157471194101198848";"mariviromero";"2012-01-12 15:37:13";"es";"Es lo q es: La Mancomunidad de la Axarquía ve una tomadura de pelo el decreto de Vivienda http://t.co/I2QW9mXn via @elmundoes"
