"topicid";"tweetid";"topic"
"20863";"151069949530607616";"otros"
"20865";"151072188018081792";"otros"
"20866";"151072188018081792";"música"
"20867";"151076513293418497";"otros"
"20868";"151078004792111106";"otros"
"20869";"151078004792111106";"música"
"20870";"151088908040548352";"otros"
"20871";"151094695638999040";"otros"
"20872";"151094695638999040";"tecnología"
"20873";"151094695638999040";"entretenimiento"
"20874";"151212748125126656";"política"
"20875";"151212748125126656";"entretenimiento"
"20876";"151233531002109952";"política"
"20877";"151236196348080129";"política"
"20878";"151241072624926720";"otros"
"20879";"151252262948323328";"entretenimiento"
"20880";"151265998824144896";"política"
"20881";"151288699768934401";"tecnología"
"20882";"151300773429526529";"otros"
"20883";"151300885169975296";"economía"
"20885";"151328861441896448";"entretenimiento"
"20884";"151328861441896448";"otros"
"20886";"151331264488681473";"otros"
"20887";"151331264488681473";"entretenimiento"
"20888";"151350734540124160";"política"
"20889";"151358860597276673";"política"
"20890";"151360378318749696";"política"
"20891";"151362155013349377";"política"
"20892";"151363672965521408";"música"
"20893";"151364172108660737";"otros"
"20894";"151364269454262274";"otros"
"20895";"151364686795911170";"entretenimiento"
"20896";"151364752701009920";"otros"
"20897";"151365636411498496";"tecnología"
"20898";"151377071808057344";"política"
"20899";"151378105397817344";"otros"
"20900";"151378105397817344";"cine"
"20901";"151378281772490753";"otros"
"20902";"151378281772490753";"cine"
"20903";"151385367315103744";"política"
"20904";"151385367315103744";"economía"
"20905";"151386131433394176";"economía"
"20906";"151386131433394176";"política"
"20907";"151386131433394176";"entretenimiento"
"20908";"151393487554752512";"otros"
"20909";"151394168835551232";"política"
"20910";"151394168835551232";"economía"
"20911";"151396459349159936";"otros"
"20912";"151408099536809984";"otros"
"20913";"151436475764973569";"tecnología"
"20914";"151436475764973569";"música"
"20915";"151447668013543424";"otros"
"20916";"151447668013543424";"entretenimiento"
"20918";"151460559269793792";"otros"
"20917";"151460559269793792";"tecnología"
"20919";"151534268831633408";"otros"
"20920";"151548822781300736";"política"
"20921";"151548822781300736";"economía"
"20922";"151554290777989121";"política"
"20923";"151554290777989121";"economía"
"20924";"151555227064074240";"otros"
"20925";"151565296153526272";"política"
"20926";"151593241974812672";"otros"
"20927";"151593241974812672";"entretenimiento"
"20928";"151596800120336384";"política"
"20929";"151596800120336384";"entretenimiento"
"20930";"151617085091487744";"política"
"20931";"151617935524372480";"política"
"20932";"151622866188767232";"política"
"20933";"151626423143104512";"política"
"20934";"151628115561549824";"otros"
"20935";"151629674806640640";"política"
"20936";"151630582898626560";"otros"
"20937";"151631192993710080";"otros"
"20938";"151631761812635648";"política"
"20939";"151633418365583360";"política"
"20941";"151634919297261568";"música"
"20940";"151634919297261568";"otros"
"20942";"151635811127934976";"política"
"20943";"151637618721951744";"otros"
"20944";"151637618721951744";"música"
"20945";"151640456244101120";"política"
"20947";"151646232723468288";"entretenimiento"
"20946";"151646232723468288";"literatura"
"20948";"151649789791043584";"economía"
"20949";"151649789791043584";"otros"
"20950";"151660165253443584";"otros"
"20951";"151663922523553795";"economía"
"20953";"151680930459815937";"cine"
"20952";"151680930459815937";"otros"
"20954";"151690662457262080";"otros"
"20955";"151690662457262080";"cine"
"20956";"151697968964190208";"otros"
"20957";"151697968964190208";"entretenimiento"
"20958";"151697968964190208";"cine"
"20959";"151712196295000065";"otros"
"20960";"151717416639004673";"literatura"
"20961";"151735370613133313";"política"
"20962";"151736322858561536";"economía"
"20963";"151736912992935936";"entretenimiento"
"20964";"151737088923017216";"política"
"20965";"151737951137697792";"entretenimiento"
"20966";"151737951137697792";"política"
"20968";"151750474733850624";"cine"
"20967";"151750474733850624";"otros"
"20969";"151759300950376448";"economía"
"20970";"151760673163059200";"otros"
"20971";"151761236160299008";"otros"
"20972";"151761236160299008";"música"
"20973";"151761437616910336";"música"
"20975";"151761963968499712";"música"
"20974";"151761963968499712";"otros"
"20976";"151762498876473344";"otros"
"20977";"151762498876473344";"música"
"20978";"151763522261483520";"política"
"20979";"151764450968473600";"otros"
"20980";"151764450968473600";"música"
"20982";"151765993289551872";"deportes"
"20981";"151765993289551872";"música"
"20983";"151779710521720832";"tecnología"
"20984";"151779710521720832";"entretenimiento"
"20985";"151786937613680641";"política"
"20986";"151791442929532928";"economía"
"20988";"151813799270301698";"música"
"20987";"151813799270301698";"otros"
"20989";"151817710274228226";"otros"
"20990";"151817710274228226";"música"
"20991";"151902708872388608";"otros"
"20992";"151922891909369857";"otros"
"20993";"151929881687629824";"otros"
"20995";"151956888966275073";"entretenimiento"
"20994";"151956888966275073";"otros"
"20996";"151958022716014592";"política"
"20997";"151976027424436225";"otros"
"20998";"151976027424436225";"cine"
"20999";"151982494374301696";"otros"
"21001";"151984009189138433";"economía"
"21000";"151984009189138433";"política"
"21002";"151987995543736321";"economía"
"21003";"151987995543736321";"política"
"21004";"151989987141877761";"política"
"21005";"151989987141877761";"economía"
"21006";"151992004719542272";"economía"
"21007";"151992004719542272";"política"
"21008";"151992072696631296";"otros"
"21009";"151997587283644416";"economía"
"21010";"151997587283644416";"política"
"21011";"151998442913284096";"otros"
"21012";"151998442913284096";"música"
"21013";"152000527713042432";"otros"
"21015";"152002128024580096";"tecnología"
"21014";"152002128024580096";"literatura"
"21016";"152015904400613376";"otros"
"21017";"152015904400613376";"música"
"21018";"152017558994825217";"otros"
"21019";"152017558994825217";"música"
"21020";"152018567645241344";"economía"
"21022";"152021199906545664";"música"
"21021";"152021199906545664";"otros"
"21023";"152022798351601664";"otros"
"21024";"152022798351601664";"entretenimiento"
"21025";"152033831858356224";"economía"
"21026";"152042908441260032";"fútbol"
"21027";"152042908441260032";"música"
"21028";"152043124263354368";"política"
"21029";"152043585037017088";"economía"
"21030";"152045414428848129";"tecnología"
"21031";"152045414428848129";"política"
"21032";"152059834408247296";"política"
"21033";"152065260524810240";"otros"
"21034";"152065260524810240";"entretenimiento"
"21036";"152078026664976384";"política"
"21035";"152078026664976384";"entretenimiento"
"21037";"152083758122668034";"fútbol"
"21038";"152084446944837632";"política"
"21039";"152101079050485761";"otros"
"21040";"152101079050485761";"entretenimiento"
"21041";"152103196788142080";"otros"
"21042";"152103616562479104";"política"
"21043";"152105037785595904";"otros"
"21044";"152105755548467200";"cine"
"21045";"152112042294259712";"política"
"21046";"152112042294259712";"entretenimiento"
"21047";"152112146484957185";"fútbol"
"21048";"152112146484957185";"tecnología"
"21050";"152112964885942273";"entretenimiento"
"21049";"152112964885942273";"política"
"21051";"152115682589417473";"política"
"21052";"152117535007965184";"fútbol"
"21053";"152117535007965184";"otros"
"21054";"152124937916792833";"tecnología"
"21055";"152124937916792833";"política"
"21056";"152127941856346112";"deportes"
"21057";"152130903416651777";"otros"
"21058";"152133751877541888";"política"
"21059";"152135257485869057";"política"
"21060";"152174712632512512";"otros"
"21061";"152180233779425280";"deportes"
"21062";"152180233779425280";"entretenimiento"
"21063";"152226452987850754";"música"
"21064";"152277027058233345";"política"
"21065";"152277027058233345";"entretenimiento"
"21066";"152287685338349569";"otros"
"21067";"152307215045369857";"entretenimiento"
"21068";"152307215045369857";"política"
"21070";"152308516391096321";"política"
"21069";"152308516391096321";"entretenimiento"
"21071";"152312793511624704";"política"
"21072";"152312793511624704";"entretenimiento"
"21073";"152319906493378561";"entretenimiento"
"21074";"152326723122380800";"otros"
"21075";"152329968515424256";"otros"
"21076";"152339101432033280";"política"
"21078";"152349392739901441";"entretenimiento"
"21077";"152349392739901441";"otros"
"21079";"152352041044422656";"política"
"21080";"152358811531878400";"entretenimiento"
"21081";"152358811531878400";"política"
"21082";"152362662175576064";"otros"
"21083";"152363067324375041";"política"
"21084";"152377939718184962";"política"
"21085";"152379525924265984";"entretenimiento"
"21086";"152390742826946560";"otros"
"21087";"152412731495034883";"música"
"21088";"152412731495034883";"cine"
"21089";"152435503839449088";"política"
"21090";"152435503839449088";"otros"
"21092";"152444396716044288";"otros"
"21091";"152444396716044288";"literatura"
"21093";"152457474392338432";"otros"
"21094";"152460697454907392";"otros"
"21095";"152460697454907392";"entretenimiento"
"21096";"152463273424461824";"política"
"21097";"152466273983401984";"política"
"21098";"152468179761889281";"otros"
"21099";"152481795819053057";"política"
"21100";"152485423539691520";"otros"
"21101";"152489799020843008";"tecnología"
"21102";"152490509158465536";"política"
"21103";"152494411903795200";"otros"
"21104";"152499302978162688";"otros"
"21105";"152515550948503552";"política"
"21106";"152520260824727552";"otros"
"21107";"152523139342012416";"política"
"21108";"152523815044395009";"política"
"21109";"152524063137476608";"entretenimiento"
"21110";"152529889357078528";"política"
"21112";"152546048643055618";"música"
"21111";"152546048643055618";"tecnología"
"21113";"152645303844093952";"otros"
"21114";"152645303844093952";"entretenimiento"
"21115";"152651212985090048";"economía"
"21116";"152651212985090048";"política"
"21117";"152669721337143297";"otros"
"21118";"152669721337143297";"entretenimiento"
"21119";"152689708567244801";"política"
"21120";"152696303745376256";"otros"
"21121";"152710227354075136";"literatura"
"21122";"152710227354075136";"entretenimiento"
"21123";"152713042243764224";"otros"
"21124";"152715163861131264";"otros"
"21126";"152718379084546048";"otros"
"21125";"152718379084546048";"fútbol"
"21127";"152720515654619136";"política"
"21128";"152720515654619136";"economía"
"21129";"152726162433507328";"política"
"21130";"152726162433507328";"economía"
"21132";"152741362079510528";"entretenimiento"
"21131";"152741362079510528";"tecnología"
"21133";"152746431436955648";"política"
"21134";"152746431436955648";"economía"
"21135";"152746863232159744";"política"
"21136";"152746863232159744";"economía"
"21137";"152747095248474112";"economía"
"21140";"152749607254892545";"entretenimiento"
"21139";"152749607254892545";"política"
"21138";"152749607254892545";"economía"
"21141";"152751198699663361";"política"
"21142";"152751198699663361";"economía"
"21143";"152751230106603520";"política"
"21144";"152751230106603520";"economía"
"21145";"152751252030238720";"política"
"21146";"152751252030238720";"economía"
"21147";"152752824042795008";"economía"
"21148";"152752996936204289";"política"
"21149";"152752996936204289";"economía"
"21150";"152756377587167232";"política"
"21151";"152756377587167232";"economía"
"21152";"152756557996752897";"política"
"21153";"152756557996752897";"economía"
"21155";"152758454031892480";"economía"
"21154";"152758454031892480";"política"
"21156";"152758783834210306";"política"
"21157";"152758783834210306";"economía"
"21158";"152762904121315329";"política"
"21159";"152763290060197888";"política"
"21160";"152763290060197888";"economía"
"21161";"152767050929016832";"otros"
"21162";"152775528229777409";"política"
"21163";"152775528229777409";"economía"
"21164";"152778613622706176";"entretenimiento"
"21165";"152778613622706176";"política"
"21166";"152789913572605952";"política"
"21168";"152790915507957760";"música"
"21167";"152790915507957760";"literatura"
"21169";"152792641304657920";"otros"
"21170";"152792641304657920";"entretenimiento"
"21171";"152794835521245184";"política"
"21172";"152794835521245184";"economía"
"21173";"152800500658606082";"política"
"21174";"152800500658606082";"entretenimiento"
"21176";"152805736886452224";"economía"
"21175";"152805736886452224";"política"
"21177";"152807590613618688";"economía"
"21178";"152807590613618688";"política"
"21179";"152807590613618688";"entretenimiento"
"21180";"152811667858800641";"política"
"21181";"152811667858800641";"economía"
"21182";"152823677904367616";"entretenimiento"
"21183";"152826110000893952";"otros"
"21184";"152830682899546112";"política"
"21185";"152831366801801216";"entretenimiento"
"21186";"152839750854770688";"política"
"21187";"152839750854770688";"economía"
"21189";"152839860187701248";"economía"
"21188";"152839860187701248";"política"
"21190";"152842655389319168";"política"
"21191";"152844804487778305";"política"
"21192";"152844804487778305";"economía"
"21193";"152846648207360000";"política"
"21194";"152861284054990848";"política"
"21195";"152861284054990848";"economía"
"21196";"152869247347998720";"otros"
"21197";"152871239193595905";"entretenimiento"
"21198";"152872652279787520";"entretenimiento"
"21199";"152874086131961856";"otros"
"21200";"152875321199304705";"otros"
"21201";"152875321199304705";"política"
"21202";"152875766969937921";"otros"
"21203";"152875915494436864";"entretenimiento"
"21204";"152876883300712449";"política"
"21205";"152876883300712449";"economía"
"21206";"152877702578323456";"otros"
"21207";"152882395815751680";"política"
"21208";"152884898955403264";"entretenimiento"
"21210";"152888585668927488";"entretenimiento"
"21209";"152888585668927488";"otros"
"21211";"152890022666829824";"otros"
"21212";"152890022666829824";"entretenimiento"
"21213";"152890610234294272";"política"
"21214";"152890904569585664";"otros"
"21215";"152890904569585664";"entretenimiento"
"21216";"152903352601161728";"otros"
"21218";"152913194237693952";"música"
"21217";"152913194237693952";"entretenimiento"
"21219";"152914818255429632";"economía"
"21220";"152914818255429632";"entretenimiento"
"21221";"152914818255429632";"otros"
"21222";"152915388663992320";"política"
"21223";"153018817449164800";"otros"
"21224";"153028293279485952";"política"
"21225";"153031803509280768";"economía"
"21226";"153037122075496449";"otros"
"21227";"153038014900211713";"entretenimiento"
"21228";"153038482443472896";"otros"
"21229";"153038482443472896";"cine"
"21231";"153039911249915905";"política"
"21230";"153039911249915905";"economía"
"21232";"153045653650554880";"política"
"21233";"153050700241321985";"literatura"
"21234";"153050700241321985";"otros"
"21235";"153052108600524800";"economía"
"21236";"153052108600524800";"política"
"21238";"153060824582328320";"política"
"21237";"153060824582328320";"economía"
"21239";"153061763909292033";"otros"
"21240";"153069595153010688";"política"
"21241";"153076022600929280";"otros"
"21242";"153094215864303616";"política"
"21243";"153101202983370752";"otros"
"21244";"153101325880664064";"política"
"21245";"153116425060495360";"política"
"21246";"153130704203563009";"economía"
"21247";"153130704203563009";"entretenimiento"
"21248";"153131353221775361";"otros"
"21249";"153131353221775361";"entretenimiento"
"21250";"153148702633115648";"otros"
"21251";"153159960556081152";"otros"
"21252";"153165820317536257";"otros"
"21253";"153169882807152640";"otros"
"21254";"153172801803649024";"entretenimiento"
"21255";"153176913186258944";"política"
"21256";"153176913186258944";"entretenimiento"
"21257";"153185320559587329";"economía"
"21258";"153185320559587329";"política"
"21259";"153187035954413568";"otros"
"21260";"153188020395319297";"otros"
"21261";"153190897452978176";"otros"
"21262";"153193943541100544";"otros"
"21263";"153199687703339008";"entretenimiento"
"21264";"153203902303571971";"otros"
"21265";"153204279732224000";"otros"
"21266";"153205139551956992";"otros"
"21267";"153214005224275968";"otros"
"21268";"153221026682109952";"otros"
"21269";"153221026682109952";"entretenimiento"
"21270";"153229980879429632";"entretenimiento"
"21271";"153250422600114176";"otros"
"21272";"153250422600114176";"entretenimiento"
"21274";"153256306470436864";"entretenimiento"
"21273";"153256306470436864";"otros"
"21275";"153266635057266688";"tecnología"
"21276";"153269288986345472";"otros"
"21277";"153279586715697152";"otros"
"21278";"153282841378164736";"otros"
"21280";"153286644408135680";"entretenimiento"
"21279";"153286644408135680";"política"
"21281";"153287873808965633";"otros"
"21282";"153287873808965633";"fútbol"
"21283";"153392575439585280";"economía"
"21284";"153405917612871680";"otros"
"21285";"153407142676791297";"literatura"
"21286";"153407142676791297";"otros"
"21287";"153416990562844672";"economía"
"21288";"153430128590995456";"otros"
"21289";"153430128590995456";"entretenimiento"
"21290";"153430773964353536";"otros"
"21291";"153435571065323520";"otros"
"21292";"153435571065323520";"música"
"21294";"153441689762140161";"entretenimiento"
"21293";"153441689762140161";"tecnología"
"21295";"153448694115598336";"otros"
"21296";"153450922197000192";"política"
"21297";"153450922197000192";"música"
"21298";"153453985204928513";"política"
"21299";"153453985204928513";"música"
"21300";"153474422349643776";"otros"
"21303";"153479575739969536";"música"
"21302";"153479575739969536";"entretenimiento"
"21301";"153479575739969536";"cine"
"21304";"153486880401408000";"otros"
"21305";"153486880401408000";"entretenimiento"
"21306";"153487401346531329";"otros"
"21307";"153487401346531329";"entretenimiento"
"21308";"153487524986232832";"literatura"
"21309";"153518395231453185";"economía"
"21310";"153518395231453185";"política"
"21311";"153519763673464832";"política"
"21312";"153564537663127552";"entretenimiento"
"21313";"153583243994738689";"política"
"21315";"153587412340178944";"entretenimiento"
"21314";"153587412340178944";"política"
"21316";"153593783034970112";"otros"
"21317";"153596925671780352";"política"
"21318";"153597108476313600";"otros"
"21319";"153597108476313600";"entretenimiento"
"21320";"153616429617393664";"otros"
"21322";"153627106830585856";"entretenimiento"
"21321";"153627106830585856";"política"
"21323";"153731004383768577";"otros"
"21324";"153746252599791616";"entretenimiento"
"21325";"153746252599791616";"política"
"21326";"153746252599791616";"economía"
"21327";"153751051844067329";"política"
"21328";"153751784647692288";"economía"
"21329";"153759894846189568";"política"
"21330";"153759894846189568";"tecnología"
"21331";"153761177116213249";"política"
"21332";"153761177116213249";"tecnología"
"21333";"153770618683269120";"política"
"21335";"153771373314060289";"entretenimiento"
"21334";"153771373314060289";"otros"
"21336";"153788119769038848";"política"
"21337";"153801417671442432";"tecnología"
"21338";"153801417671442432";"política"
"21339";"153808525766828033";"política"
"21340";"153812605507616768";"política"
"21343";"153813338252525568";"entretenimiento"
"21342";"153813338252525568";"economía"
"21341";"153813338252525568";"política"
"21344";"153853393033637888";"otros"
"21345";"153853393033637888";"entretenimiento"
"21346";"153897845009821697";"política"
"21348";"153901981797335040";"economía"
"21347";"153901981797335040";"política"
"21349";"153902246394986496";"economía"
"21350";"153902246394986496";"política"
"21351";"153902497558310912";"política"
"21352";"153903129451184128";"política"
"21353";"153911788054917120";"política"
"21355";"153913712888127488";"economía"
"21354";"153913712888127488";"política"
"21356";"153950650391212033";"economía"
"21357";"153954353844195328";"otros"
"21358";"153963384541425666";"otros"
"21359";"153969480643514368";"política"
"21361";"153975973996531713";"música"
"21360";"153975973996531713";"otros"
"21362";"153977179636633601";"política"
"21363";"153977179636633601";"entretenimiento"
"21364";"153978459960524802";"entretenimiento"
"21365";"153978459960524802";"economía"
"21366";"153982810519126016";"política"
"21367";"153982810519126016";"entretenimiento"
"21368";"153984458985443328";"entretenimiento"
"21369";"153987096049225730";"otros"
"21370";"153987096049225730";"música"
"21371";"153989208736935937";"otros"
"21372";"153990498460237824";"economía"
"21373";"153990498460237824";"política"
"21375";"154086814058151936";"entretenimiento"
"21374";"154086814058151936";"política"
"21376";"154112969364611072";"economía"
"21377";"154112969364611072";"política"
"21378";"154118337545256961";"tecnología"
"21379";"154118337545256961";"política"
"21380";"154118665820848128";"economía"
"21381";"154118665820848128";"política"
"21382";"154125803758682112";"otros"
"21383";"154135131060310016";"política"
"21384";"154143603634094080";"tecnología"
"21385";"154143874447704064";"política"
"21386";"154144063459835905";"otros"
"21387";"154144063459835905";"música"
"21389";"154146462324895744";"música"
"21388";"154146462324895744";"otros"
"21390";"154154595650764800";"otros"
"21391";"154154595650764800";"música"
"21392";"154156481007194112";"política"
"21393";"154164950082924544";"música"
"21394";"154165338148319232";"entretenimiento"
"21395";"154165338148319232";"música"
"21397";"154165773185720320";"música"
"21396";"154165773185720320";"otros"
"21398";"154168131256991745";"entretenimiento"
"21399";"154179306841571330";"entretenimiento"
"21400";"154181763663544320";"otros"
"21401";"154182566021304320";"política"
"21403";"154192527182921728";"entretenimiento"
"21402";"154192527182921728";"política"
"21404";"154194246931464192";"política"
"21405";"154194246931464192";"entretenimiento"
"21406";"154220963796496385";"política"
"21407";"154221495680380929";"otros"
"21408";"154221495680380929";"cine"
"21409";"154234085852725248";"música"
"21410";"154234122422849536";"entretenimiento"
"21411";"154235449081204736";"otros"
"21412";"154235449081204736";"tecnología"
"21413";"154235922345496577";"literatura"
"21414";"154235922345496577";"entretenimiento"
"21417";"154236651441373185";"entretenimiento"
"21416";"154236651441373185";"tecnología"
"21415";"154236651441373185";"literatura"
"21418";"154244159098720256";"entretenimiento"
"21419";"154245051168460800";"entretenimiento"
"21420";"154253244166709249";"economía"
"21421";"154255397530763267";"entretenimiento"
"21422";"154257344304398336";"política"
"21423";"154259614962163712";"economía"
"21424";"154266119748845569";"entretenimiento"
"21425";"154266119748845569";"política"
"21426";"154270835337732097";"política"
"21427";"154272057780224000";"política"
"21428";"154273319103889409";"música"
"21430";"154285205404909568";"música"
"21429";"154285205404909568";"otros"
"21431";"154285595944955904";"economía"
"21432";"154285595944955904";"música"
"21433";"154286548286832640";"otros"
"21434";"154286548286832640";"música"
"21435";"154290062098575360";"política"
"21437";"154292069869957120";"entretenimiento"
"21436";"154292069869957120";"otros"
"21438";"154297797506646017";"entretenimiento"
"21439";"154297797506646017";"economía"
"21440";"154299951034286081";"entretenimiento"
"21441";"154304808776511488";"otros"
"21442";"154304808776511488";"entretenimiento"
"21443";"154310331936673793";"entretenimiento"
"21445";"154311455762681856";"entretenimiento"
"21444";"154311455762681856";"tecnología"
"21446";"154312308510830592";"otros"
"21447";"154312308510830592";"entretenimiento"
"21448";"154313199527792640";"otros"
"21449";"154313199527792640";"entretenimiento"
"21451";"154315101665640448";"música"
"21450";"154315101665640448";"fútbol"
"21452";"154316968583905281";"entretenimiento"
"21453";"154323939533918209";"entretenimiento"
"21454";"154323939533918209";"economía"
"21455";"154323939533918209";"política"
"21456";"154326137118531585";"fútbol"
"21457";"154327064491728896";"fútbol"
"21458";"154328080402485248";"fútbol"
"21459";"154334369899753473";"economía"
"21460";"154334369899753473";"entretenimiento"
"21461";"154335938024177665";"fútbol"
"21462";"154335938024177665";"música"
"21463";"154336002977173505";"entretenimiento"
"21465";"154338247961624576";"entretenimiento"
"21464";"154338247961624576";"otros"
"21466";"154339404486418432";"fútbol"
"21467";"154339610238001152";"otros"
"21468";"154339610238001152";"entretenimiento"
"21469";"154341241155358722";"otros"
"21470";"154341241155358722";"música"
"21472";"154343512295485440";"música"
"21471";"154343512295485440";"otros"
"21473";"154348122989010944";"otros"
"21474";"154348122989010944";"música"
"21475";"154354315803377664";"otros"
"21476";"154354315803377664";"entretenimiento"
"21479";"154451986308284416";"entretenimiento"
"21478";"154451986308284416";"política"
"21477";"154451986308284416";"economía"
"21480";"154486471624105984";"política"
"21481";"154487294420725760";"política"
"21482";"154487603108904960";"tecnología"
"21483";"154488636891611136";"política"
"21484";"154488636891611136";"economía"
"21485";"154492428655661056";"política"
"21486";"154498722066214913";"otros"
"21487";"154505535767588865";"otros"
"21488";"154505535767588865";"música"
"21489";"154506683090075648";"otros"
"21490";"154506683090075648";"música"
"21491";"154507306770509824";"música"
"21492";"154507306770509824";"otros"
"21494";"154507798921756672";"música"
"21493";"154507798921756672";"otros"
"21495";"154508784532856832";"política"
"21496";"154508784532856832";"economía"
"21497";"154513075519766528";"política"
"21498";"154513075519766528";"tecnología"
"21499";"154515085518323712";"otros"
"21501";"154519678801293314";"música"
"21500";"154519678801293314";"otros"
"21502";"154523435215753216";"música"
"21503";"154533428124061696";"política"
"21504";"154540640007503872";"política"
"21505";"154560138840244225";"entretenimiento"
"21506";"154572425319813120";"otros"
"21508";"154574965604225024";"música"
"21507";"154574965604225024";"otros"
"21509";"154578262859853824";"economía"
"21510";"154578262859853824";"tecnología"
"21511";"154583478963417088";"entretenimiento"
"21512";"154586739216879618";"fútbol"
"21513";"154604389980573698";"otros"
"21514";"154606806608510976";"música"
"21515";"154608424821334017";"otros"
"21516";"154608424821334017";"música"
"21517";"154611338814029824";"entretenimiento"
"21518";"154611338814029824";"otros"
"21519";"154616691630931970";"otros"
"21521";"154617409238605824";"música"
"21520";"154617409238605824";"otros"
"21522";"154618610290147331";"otros"
"21523";"154629848168538113";"otros"
"21524";"154629892913364992";"entretenimiento"
"21525";"154629892913364992";"política"
"21526";"154630871272529920";"otros"
"21527";"154630871272529920";"música"
"21528";"154636254003200000";"política"
"21529";"154637700295704577";"economía"
"21530";"154640678717095936";"entretenimiento"
"21531";"154640678717095936";"política"
"21532";"154644098446409729";"otros"
"21533";"154644098446409729";"música"
"21535";"154645206824796161";"música"
"21534";"154645206824796161";"fútbol"
"21536";"154657271056568322";"cine"
"21537";"154670249629859840";"otros"
"21538";"154671109130813440";"entretenimiento"
"21539";"154671109130813440";"otros"
"21540";"154679607562469376";"entretenimiento"
"21541";"154679607562469376";"literatura"
"21542";"154683356540444672";"música"
"21543";"154684664345403392";"tecnología"
"21544";"154686691800653824";"música"
"21545";"154686750256672769";"economía"
"21546";"154686900429533185";"política"
"21547";"154686900429533185";"economía"
"21548";"154690772447395841";"otros"
"21549";"154691884743270400";"entretenimiento"
"21550";"154698753134174208";"entretenimiento"
"21551";"154699783108431873";"política"
"21552";"154699783108431873";"entretenimiento"
"21553";"154702709176537088";"otros"
"21554";"154702709176537088";"política"
"21556";"154707987821363200";"música"
"21555";"154707987821363200";"otros"
"21557";"154710629826043904";"entretenimiento"
"21558";"154711135659106304";"entretenimiento"
"21559";"154717637895655426";"economía"
"21560";"154717637895655426";"política"
"21561";"154722081135804417";"entretenimiento"
"21562";"154829021614575616";"política"
"21563";"154864503882911744";"política"
"21564";"154871691800088576";"política"
"21565";"154871691800088576";"tecnología"
"21566";"154883173166235648";"otros"
"21567";"154883173166235648";"música"
"21568";"154886101524426753";"política"
"21569";"154886659635294210";"tecnología"
"21570";"154892423959547904";"economía"
"21571";"154902932062613504";"política"
"21572";"154903506619334658";"política"
"21573";"154908110895583232";"otros"
"21574";"154911907902521345";"otros"
"21575";"154911907902521345";"entretenimiento"
"21576";"154929166163263489";"otros"
"21577";"154929212619362304";"política"
"21578";"154930546210897921";"política"
"21579";"154931012063854592";"otros"
"21580";"154931012063854592";"cine"
"21581";"154931918880772098";"política"
"21582";"154931918880772098";"economía"
"21583";"154936025356054530";"entretenimiento"
"21584";"154938850744082432";"economía"
"21585";"154938850744082432";"entretenimiento"
"21586";"154943250518654976";"política"
"21587";"154951428081856512";"otros"
"21588";"154958297596833792";"otros"
"21589";"154958297596833792";"entretenimiento"
"21591";"154963279305912323";"entretenimiento"
"21590";"154963279305912323";"literatura"
"21592";"154966438183059456";"política"
"21593";"154966438183059456";"economía"
"21594";"154969698579128320";"política"
"21595";"154970035562086400";"economía"
"21597";"154976390456938497";"economía"
"21596";"154976390456938497";"política"
"21598";"154979389409472512";"política"
"21599";"154987653555691521";"entretenimiento"
"21600";"154988137041506304";"entretenimiento"
"21601";"154988137041506304";"tecnología"
"21602";"154989229045321728";"política"
"21604";"154991013872680960";"música"
"21603";"154991013872680960";"otros"
"21605";"154991098861858817";"entretenimiento"
"21606";"154992167604072448";"otros"
"21607";"154992889376686080";"economía"
"21608";"154992889376686080";"política"
"21609";"154995543150571520";"política"
"21610";"154995543150571520";"economía"
"21612";"155002794909237248";"política"
"21611";"155002794909237248";"economía"
"21613";"155003438151909376";"política"
"21614";"155009353416572929";"economía"
"21615";"155009353416572929";"política"
"21616";"155016422689480704";"otros"
"21618";"155031945670164480";"entretenimiento"
"21617";"155031945670164480";"otros"
"21619";"155054933375336448";"otros"
"21620";"155063352064872449";"entretenimiento"
"21621";"155068425566289920";"otros"
"21622";"155070069750247424";"política"
"21623";"155070069750247424";"economía"
"21624";"155075373787385856";"economía"
"21625";"155078166636003329";"política"
"21626";"155078314476847105";"otros"
"21627";"155091107942907904";"entretenimiento"
"21628";"155091350050709504";"otros"
"21629";"155144267533266944";"música"
"21630";"155207673795723265";"otros"
"21631";"155207673795723265";"entretenimiento"
"21633";"155208254761336832";"entretenimiento"
"21632";"155208254761336832";"otros"
"21636";"155208520025907200";"política"
"21634";"155208521439391746";"entretenimiento"
"21635";"155208521439391746";"política"
"21639";"155218600230273024";"entretenimiento"
"21638";"155218600230273024";"economía"
"21637";"155218600230273024";"política"
"21640";"155219468686065664";"literatura"
"21641";"155219468686065664";"entretenimiento"
"21642";"155227918698684416";"tecnología"
"21643";"155233325378842624";"otros"
"21644";"155234323937763328";"otros"
"21645";"155234769720975360";"otros"
"21647";"155235573798420480";"música"
"21646";"155235573798420480";"otros"
"21648";"155237621621194753";"otros"
"21649";"155237621621194753";"cine"
"21650";"155244968074686464";"otros"
"21651";"155244968074686464";"entretenimiento"
"21652";"155245192109240321";"política"
"21653";"155257989677326336";"entretenimiento"
"21654";"155258685239726082";"economía"
"21655";"155281705979224065";"política"
"21656";"155281705979224065";"literatura"
"21657";"155287889603858432";"otros"
"21658";"155287889603858432";"entretenimiento"
"21660";"155294900664016896";"economía"
"21659";"155294900664016896";"política"
"21661";"155322021478285312";"otros"
